"merchant_id","skewness","q2","amount_avg","stdev","transactions_count_slope","amount_sum_slope","amount_dist_slope","total_block_fraud","approved_vs_block_rate","block_rate","days_up","perc_normalized","risk"
XXXXX,0.006523999999999999,374000.0,458307,38766983.044324905,-0.01050283864991838,1212.0,-0.0000022916666667,3,1.0,0.25,960,0.32999999999999996,Alto 
XXXXX,0.01552,950000.0,1926955,188842130.7762201,0.04920469922927432,22915.0,-0.0000006417562221,22,0.9166700000000001,0.31884000000000007,605,0.49000000000000005,Bajo
XXXXX,0.009132000000000001,576321.0,1083056,166463147.35887325,-0.004219429080345196,4240.0,-0.000001394475528,74,1.57447,0.5,606,0.33999999999999997,Bajo
XXXXX,0.005983,1500000.0,1834230,167600199.65106523,-0.07122925707623551,245976.0,0.0000000118553646,9,9.0,0.6923100000000001,497,0.08,Alto 
XXXX,0.015043,83500.0,177063,18658969.92522993,0.024234577347455672,-5216.0,-0.0000142372881356,0,0.0,0.0,987,0.21000000000000002,Alto 
XXXXX,0.002666000000000001,200000.0,224560,27637106.969701964,-0.0017770010977546835,408.0,-0.0000357438016529,43,0.46738999999999997,0.24432,857,0.61,Bajo
XXXXX,0.004989,3785000.0,4145264,216620401.73463735,0.0011792348189322594,24909.0,-0.0000000197504764,40,1.5384600000000002,0.5333300000000001,500,0.37,Medio
XXXXX,0.008804999999999999,189000.0,275198,29369891.70420852,-0.0011008246990497214,336.0,-0.0000187350199734,65,0.97015,0.44218,832,0.52,Bajo
XXXXX,0.009866,125400.0,162282,11215179.275528768,0.0013095825095952502,1339.0,-0.000047,24,0.70588,0.38095,631,0.5599999999999999,Bajo
XXXXX,0.005294,387000.0,461224,42059676.17159178,-0.008779953082747012,-1844.0,-0.0000063616958634,56,2.8,0.5333300000000001,732,0.27999999999999997,Bajo
XXXXX,0.01406,80000.0,517101,93268012.65214075,-0.0008056687577765,6283.0,-0.0000190856333683,93,1.5,0.4471200000000001,922,0.36,Bajo
XXXXX,0.013600999999999999,578000.0,936735,79128817.86481154,0.00258732366541988,-8575.0,-0.0000011546947781,33,2.5384599999999997,0.53226,858,0.32,Medio
XXXXX,0.013660999999999998,499000.0,815831,69577647.91150466,0.007558915957427687,25787.0,-0.0000009221128021,17,8.5,0.89474,586,0.11000000000000001,Alto 
XXXXX,0.018622,1000000.0,3177148,350729057.34127635,0.0011706456154120357,2664.0,-0.0000004043767945,40,0.5405399999999999,0.30768999999999996,875,0.63,Bajo
XXXXX,0.005312,750000.0,857572,60746642.988298744,0.002537773738994127,5128.0,-0.0000007527733756,42,1.5555599999999998,0.55263,740,0.39,Bajo
XXXXX,0.004671,1491114.0,1568717,49843891.50518521,-0.009348731548447809,-10597.0,0.0000026157764225,57,1.58333,0.56436,534,0.42000000000000004,Bajo
XXXXX,0.0023020000000000002,230000.0,243733,17895705.80411489,0.0003748691882445,304.0,-0.0000481666666667,24,0.8275899999999998,0.4,859,0.58,Bajo
XXXXXX,-0.006896000000000001,8750000.0,8583333,72502873.5062733,,,0.0000002066115702,6,,1.0,313,0.0,Alto 
XXXXX,-0.003875,179200.0,167356,9168653.095375204,-0.0075479529602768556,-3032.0,-0.000002,5,1.25,0.45454999999999995,839,0.36,Bajo
XXXXX,0.007153999999999999,619400.0,835685,90700251.4505159,-0.0023379832301738306,10223.0,-0.0000022765673633,4,1.0,0.36363999999999996,792,0.45,Bajo
XXXXX,-0.002372,568800.0,542558,33196066.120216936,-0.002052630422836534,-1359.0,-0.0000073376956633,19,0.3653799999999999,0.24675000000000002,469,0.74,Bajo
XXXXX,-0.024190999999999997,2500000.0,1860136,79350424.10217355,-0.00192778342686429,-4743.0,0.0000031837916064,9,1.8,0.47368000000000005,656,0.37,Bajo
XXXXX,0.0,258000.0,258000,0.0,,,,3,3.0,0.5,829,0.16999999999999998,Alto 
XXXXX,-0.010230000000000001,3700000.0,3235714,136159045.6572229,-0.06897339128033507,-318214.0,0.0000005476369092,3,3.0,0.42857,577,0.29,Alto 
XXXXXX,0.0,3965000.0,3965000,518309270.60973936,0.0,610239.0,0.0,1,1.0,0.5,184,0.5,Alto 
XXXXXX,-0.019121,2440500.0,1733327,110951167.57361192,-0.016928986805136423,37141.0,0.0000005016949153,7,1.16667,0.53846,209,0.45999999999999996,Alto 
XXXXXX,0.008721,200000.0,393362,66514203.83335719,1.0505814452945639,419617.0,-0.000054863711176,22,1.1,0.47826,252,0.5,Bajo
XXXXXX,0.011376,75000.0,160520,22553605.12571475,-0.37687101504718185,-77938.0,-0.0000092990654206,1,,1.0,60,0.0,Alto
XXXXXX,-0.000956,2000000.0,1951904,151003847.31774852,0.02721504248419978,-217192.0,-0.0000001972265843,18,18.0,0.94737,61,0.05,Alto
XXXXXX,0.011702,1250000.0,1537080,73599189.880191,0.014915079042836352,32479.0,0.0000029722359941,31,3.44444,0.6458299999999999,320,0.27,Alto 
XXXXXX,0.008972999999999998,135000.0,346465,70700361.98334923,-0.09708695148534661,68579.0,-0.0000022023276634,12,4.0,0.6666700000000001,143,0.27999999999999997,Alto 
XXXXXX,0.009492999999999998,980000.0,1627211,204541137.20528123,0.04990000210777871,176169.0,-0.0000026208426098,62,1.87879,0.42759,70,0.45999999999999996,Bajo
XXXXX,-0.017612999999999997,2674000.0,1928473,126984029.47886816,0.0016410117073891088,8351.0,-0.0000002982502651,2,0.22222,0.11111,625,0.5,Alto 
XXXX,0.011169,400000.0,580025,48354602.69913012,-0.0017446697765029406,3872.0,-0.0000051042535446,46,1.2105299999999999,0.47917,1119,0.47000000000000003,Bajo
XXXX,-0.000737,1575000.0,1556750,74294481.62548818,0.0010891394611846734,12490.0,-0.0000005128205128,0,0.0,0.0,1295,0.5,Alto 
XXXX,0.0,1459500.0,1459500,147148921.16492054,0.0,-231702.0,0.0,1,1.0,0.5,989,0.5,Alto 
XXXX,0.012697999999999997,500000.0,778093,65703968.34302549,0.0004150704139501,2375.0,-0.0000028734556346,19,0.37255000000000005,0.18812,1201,0.5599999999999999,Bajo
XXXXX,0.011124,30000.0,77562,12826430.581255395,0.0004476717380438,-400.0,-0.0001068796992481,0,0.0,0.0,936,0.8800000000000001,Bajo
XXXX,0.012595,1792200.0,2825377,246096945.01446298,-0.0008939248805541,-2731.0,-0.0000000821301807,18,0.47368000000000005,0.29032,1104,0.63,Bajo
XXXX,0.009497,150000.0,154761,1503963.0187955957,-0.9135389610389612,-147173.0,-0.00017,0,0.0,0.0,1293,0.24,Alto 
XXXX,0.007293999999999999,729000.0,896285,68801111.67003748,-0.009297530300755523,-14968.0,-0.0000004389815628,0,0.0,0.0,1105,0.93,Medio
XXXX,0.009981,20000.0,27222,2170810.51698521,-0.31025783473914814,-1085.0,-0.00016,0,0.0,0.0,1049,0.5599999999999999,Alto 
XXXX,0.003954,2432500.0,2438500,4552288.80161764,0.04517822188761892,104875.0,,0,,0.0,1231,0.0,Alto 
XXXX,0.010297999999999998,159900.0,272347,32756991.336231582,-0.0017402568940364767,-493.0,-0.0000165770837116,98,3.2666700000000004,0.57988,974,0.27999999999999997,Bajo
XXXX,0.007908,720000.0,938825,83009926.37143993,-0.0003287232900783,139.0,-0.0000059825352908,55,0.24229000000000003,0.15988,1125,0.73,Bajo
XXXX,0.009595000000000001,2000000.0,7515344,1724445005.7822235,0.0012497195376249565,8829.0,-0.0000001065987613,149,0.25734,0.17675000000000002,981,0.74,Bajo
XXXXX,0.0,20000.0,20000,0.0,,,,2,,0.33333,914,0.16999999999999998,Alto 
XXXXX,0.0,500000.0,500000,0.0,0.0,0.0,,0,0.0,0.0,947,1.0,Alto 
XXXX,-0.011009,500000.0,379662,32791517.912797336,0.0013349043278742233,1982.0,-0.0000125432098765,31,1.19231,0.47691999999999996,978,0.48,Medio
XXXXX,0.009254,1538196.5,4429739,937396386.857465,0.011533286763136374,68512.0,-0.0000006648330459,176,0.13027000000000002,0.09805,959,0.8400000000000001,Bajo
XXXX,0.0045239999999999985,4480500.0,5072025,392266218.32693,-0.0005283575955171,-8784.0,0.0000002856735327,0,0.0,0.0,1274,0.77,Bajo
XXXX,0.007072,36000.0,43087,3006206.170873127,-0.0007021097819157,2.0,-0.000815,3,0.045450000000000004,0.03488000000000001,984,0.8400000000000001,Bajo
XXXX,0.011221,106000.0,183552,20733096.785615645,-0.0007509152603102,-98.0,-0.0000494155844156,48,0.28235,0.19277000000000002,1050,0.73,Bajo
XXXXX,0.019015999999999998,3545000.0,5586333,322043312.9290202,0.0223775587135637,115793.0,0.0,1,0.33333,0.125,891,0.8800000000000001,Bajo
XXXXX,0.006097,80000.0,107102,13334481.273064757,-0.004971623222582021,-466.0,-0.0000950342983374,117,0.35455,0.22940999999999998,893,0.71,Bajo
XXXX,0.0,500000.0,500000,,,,,0,0.0,0.0,1150,1.0,Alto 
XXXXX,0.010859999999999998,1124312.0,1672165,151347330.29304644,-0.0004416974368557,2652.0,-0.0000012318141613,16,0.15842000000000003,0.12597999999999998,952,0.82,Bajo
XXXXX,0.014381,2680026.0,4319204,341957423.6743595,-0.0009506526910556,12501.0,0.0000001098448159,11,1.0,0.44000000000000006,908,0.52,Bajo
XXXX,0.0,225000.0,225000,24748737.341529164,0.0,23325.0,0.0,0,,0.0,1060,0.0,Alto 
XXXXX,0.00617,1000000.0,1134196,65253900.7141201,-0.003354461851413974,-3052.0,-0.0000002795077106,32,1.2307700000000001,0.36363999999999996,938,0.4,Bajo
XXXX,0.011398,300000.0,482738,48098142.334295,0.01512825319286451,10922.0,-0.0000038482023968,31,2.38462,0.68889,982,0.29,Alto 
XXXXX,0.007061,679000.0,854866,74724894.17539385,0.00021241491177,-2561.0,-0.0000000290191526,6,2.0,0.42857,926,0.5,Alto 
XXXXX,0.016379,270000.0,551248,51512401.148459114,0.006715092695638586,1812.0,-0.0000017205467563,12,0.9230799999999999,0.46153999999999995,840,0.5,Bajo
XXXXX,0.015320999999999998,72000.0,618611,107031770.33531265,-0.028115131849072193,166270.0,-0.0000002648616833,0,0.0,0.0,944,0.75,Alto 
XXXX,-0.01135,500000.0,499285,188982.23650461354,0.011356241499978208,5653.0,0.00005,0,0.0,0.0,986,0.5700000000000001,Medio
XXXX,0.0049380000000000005,50000.0,278404,138767967.3741491,0.007353691053938562,8944.0,-0.0000127969641042,111,0.11269000000000003,0.07906,984,0.8099999999999999,Bajo
XXXXX,0.015259,565675.0,940770,73747827.10458797,0.0037473188414955142,6880.0,-0.0000000284090909,10,1.1111100000000003,0.4,930,0.5599999999999999,Alto 
XXXXX,0.012552000000000002,80249.0,369131,69043543.45775703,0.004098359416328528,2503.0,-0.0000109222573007,32,0.64,0.35955,936,0.5700000000000001,Bajo
XXXXX,0.0,300000.0,300000,28284271.2474619,,,0.0,2,,1.0,840,0.0,Alto 
XXXXX,0.016189000000000002,80750.0,111335,5667767.69606568,0.001000013152624196,21.0,-0.000188,23,0.39655,0.25556,674,0.7,Bajo
XXXXX,0.016093,38000.0,207728,31640904.866699718,-0.03660557979859856,299.0,-0.0000345818181818,196,3.3793099999999994,0.64262,452,0.31,Bajo
XXXX,0.007481,179000.0,223220,17733809.332878344,0.0002013011148184,263.0,-0.0001260094970102,59,0.08846000000000001,0.06974,993,0.8699999999999999,Bajo
XXXXX,-0.005148999999999999,1520000.0,1373000,85651211.31659493,0.02415497103791967,74604.0,-0.0000006230031949,14,4.666670000000001,0.7,416,0.2,Alto 
XXXXX,0.018058,200000.0,526925,54313224.47216795,0.037838213272289804,20693.0,-0.0000027559562138,22,7.333329999999999,0.55,886,0.18,Alto 
XXXXX,0.010927000000000003,139750.0,275910,37381590.17687179,-0.000171162019127,-404.0,-0.0000352249770432,37,0.48683999999999994,0.26812,771,0.61,Bajo
XXXXX,-0.011137999999999999,2275000.0,1961428,84463790.27803493,-0.0003424679555879,74188.0,0.0000000443037975,8,4.0,0.6666700000000001,814,0.32999999999999996,Alto 
XXXXX,0.011027,500000.0,851875,95728387.15419193,0.011820604144492316,52610.0,-0.0000010682492582,2,2.0,0.5,539,0.25,Alto 
XXXXX,0.010917999999999999,926069.5,1595534,183957121.823926,0.002119494900408611,6789.0,-0.0000022890038107,114,0.54028,0.31492,627,0.62,Bajo
XXXXX,-0.012143,1587200.0,1272761,77683260.19039817,0.0007053570961881,-2794.0,-0.0000005043859649,61,1.07018,0.4295800000000001,496,0.44000000000000006,Bajo
XXXXX,0.010525999999999999,195759.0,903111,201596809.07000762,0.004811730686147033,4933.0,-0.000000586025246,30,6.0,0.75,461,0.18,Medio
XXXXX,0.011125,392600.0,962417,153661327.0670435,0.0007008873050506,3385.0,-0.0000006175666691,15,0.78947,0.36585,491,0.61,Bajo
XXXX,0.012856999999999999,1548822.0,2771270,285240871.77077925,-0.0010063840719840799,-1635.0,-0.0000021704728584,103,0.3515400000000001,0.19181,964,0.64,Bajo
XXXXX,0.008487999999999999,1000000.0,1386005,136423867.81426394,0.04176565432930644,-25358.0,-0.0000004425729143,16,8.0,0.64,518,0.16,Alto 
XXXXX,-0.023203000000000005,1475000.0,933491,70014020.86884925,-0.006553752097606275,-15906.0,0.0000024981301421,10,5.0,0.6666700000000001,474,0.32999999999999996,Medio
XXXXX,0.000365,500000.0,504354,35771500.116369374,-0.003466137200167198,-591.0,-0.0000087156194802,105,6.5625,0.7047,622,0.22999999999999998,Bajo
XXXXX,0.0032,600000.0,625400,23815226.22189426,0.0005881707580739,1062.0,0.0000016836734694,11,1.22222,0.5,722,0.41,Bajo
XXXX,0.010417999999999998,244000.0,473768,66165952.44824657,0.0025055688281215988,3146.0,-0.0000305669769149,268,0.26613999999999993,0.18597999999999998,963,0.75,Bajo
XXXXX,0.0,2500000.0,2500000,0.0,0.0,0.0,,0,0.0,0.0,708,1.0,Alto 
XXXXX,0.0,250000.0,250000,7071067.811865475,,,0.0,0,0.0,0.0,961,1.0,Medio
XXXXX,0.013440999999999998,620000.0,978000,79907491.15606835,0.0062239494228432096,19857.0,0.0000001832460733,9,3.0,0.6,825,0.32999999999999996,Alto 
XXXXX,0.010971999999999999,375950.0,412584,10016749.988693938,-0.00679971653742338,-21205.0,0.000002,8,4.0,0.8,626,0.2,Alto 
XXXXXX,-0.021998,2000000.0,1271031,99414021.7381652,-0.001945693707514055,-9593.0,0.000001913606453,14,0.63636,0.36841999999999997,320,0.58,Bajo
XXXX,0.007763000000000001,716000.0,840218,48003006.63148838,0.0014195442999340104,808.0,-0.0000241,126,0.4,0.26195,1059,0.6799999999999999,Bajo
XXXXX,0.009826,130980.0,228283,29709323.06025258,0.0007462013427005,113.0,-0.0000487753018466,38,0.13474999999999998,0.10825999999999998,958,0.85,Bajo
XXXXX,0.011829000000000001,1700000.0,2501173,203188409.40557504,0.0014281375028619338,7980.0,-0.0000005222236226,49,0.7424199999999999,0.36841999999999997,602,0.51,Bajo
XXXXX,0.022544,50000.0,787230,98104724.26482286,0.027711351058634565,12056.0,-0.0000014874551971,6,1.0,0.5,647,0.5,Alto 
XXXXX,-0.016408,8834000.0,6716200,387217149.3490442,0.0,-321616.0,-0.0000000563949777,4,4.0,0.8,435,0.2,Alto 
XXXXX,0.009583,50000.0,84000,10643307.756520057,0.011999216053984674,3638.0,-0.0000133333333333,1,1.0,0.25,882,0.25,Alto 
XXXXX,0.0033530000000000005,2500000.0,2596071,85958464.78426209,0.5383558059971826,1464195.0,0.000000078358209,34,34.0,0.97143,435,0.03,Alto 
XXXXX,0.020606999999999997,1500.0,265526,38437007.17697566,-0.0016340330457053616,-119.0,-0.0000263114754098,63,2.52,0.6494800000000001,439,0.31,Bajo
XXXXX,-0.009034,1600000.0,1290844,102666479.4497911,-0.0020004434514698643,31574.0,-0.0000004108338405,10,5.0,0.8333299999999999,726,0.16999999999999998,Alto 
XXXXX,0.002225,1290000.0,1346052,75584922.50221823,-0.05667684611547094,-64544.0,-0.0000006306574559,10,0.27778,0.16129000000000002,923,0.73,Bajo
XXXXX,-0.0023880000000000004,1140000.0,1086923,66691990.06223715,0.0031905791919387833,5952.0,0.0000002051168946,15,2.5,0.65217,899,0.26,Medio
XXXXX,0.0,252150.0,252150,6031620.84352125,0.0,-1422.0,,1,1.0,0.5,924,0.5,Alto 
XXXXX,-0.0022410000000000004,1437500.0,1392000,60903483.362729646,0.030043902233559884,54592.0,0.0000002864583333,3,1.5,0.42857,931,0.29,Alto 
XXXXX,0.007346999999999999,1145760.0,1299748,62880379.97588392,-0.0008932008211068,-2013.0,-0.0000016042062871,2,0.08333,0.06667,946,0.8300000000000001,Bajo
XXXXX,0.012117999999999999,874000.0,1673473,197917052.46582997,-0.00202758493151236,-119.0,-0.0000046261057627,139,0.6043499999999999,0.34152,928,0.6,Bajo
XXXXX,0.008501,1567320.0,1948373,134471763.57824627,0.0014664333718258872,-2750.0,-0.0000052068958169,593,1.9067500000000002,0.59778,489,0.33999999999999997,Bajo
XXXXXX,0.012483,500000.0,947039,107438235.68751962,0.0013730640289953385,7522.0,-0.0000019504038846,43,0.6615399999999999,0.36751999999999996,288,0.5599999999999999,Bajo
XXXXX,0.016619000000000002,1996800.0,3150023,208171511.81335416,-0.002126352067527972,-4598.0,-0.0000000585752928,62,2.9523800000000002,0.68889,396,0.26,Medio
XXXXX,0.007992999999999998,10000.0,67105,21434216.312913608,0.08347765308459473,8819.0,-0.0000188888888889,14,2.8,0.7368399999999999,356,0.26,Alto 
XXXXX,0.006953999999999999,1900000.0,2264838,157401660.22416577,-0.0046174771000324685,-15679.0,0.0000003551076155,25,5.0,0.71429,802,0.22999999999999998,Bajo
XXXXX,-0.000394,800000.0,791666,63383154.24798802,0.0,-304333.0,-0.0000001938369781,9,9.0,0.75,908,0.16999999999999998,Alto 
XXXXX,-0.001746,3775000.0,3618610,268669316.05318177,-0.0011548339549201521,-5441.0,0.000000097808785,21,1.16667,0.5,627,0.48,Bajo
XXXXX,-0.004279999999999999,434900.0,403802,21799145.966636233,0.05095809952762752,5853.0,-0.0000048088235294,24,24.0,0.8,677,0.1,Alto 
XXXXX,-0.008131000000000001,1774000.0,1527500,90949759.02478614,0.0074566844919786105,44872.0,0.0000005673465162,8,4.0,0.5333300000000001,641,0.32999999999999996,Alto 
XXXXX,0.004873000000000001,496000.0,587897,56574500.71939252,0.00853463830947849,9270.0,-0.0000038924025923,27,0.9642900000000001,0.42188,424,0.52,Bajo
XXXXX,-0.018056,10000000.0,8052300,323614834.09563464,-0.026320083198151635,-268273.0,0.0000007507464809,16,3.2,0.7619,445,0.24,Medio
XXXXX,0.012964999999999999,555000.0,1202072,149728146.51738906,-0.0004820062893898,-586.0,-0.0000012674505231,22,0.20183,0.15493,961,0.8099999999999999,Bajo
XXXX,0.006408,3239752.0,3856350,288653723.8576667,-0.026506959190306746,-89805.0,-0.0000000271733297,13,1.18182,0.54167,978,0.45999999999999996,Bajo
XXXXX,0.0,50000.0,50000,0.0,2.480672102247686,124034.0,,0,0.0,0.0,924,0.08,Alto 
XXXXX,0.005917,222000.0,254014,16232573.472917683,-0.004245351793464618,860.0,-0.0000611666666667,95,1.41791,0.5,482,0.44000000000000006,Medio
XXXXXX,0.007540000000000001,160000.0,217214,22764527.363846086,0.0027257997838638238,175.0,-0.0000443344081069,50,0.60976,0.35713999999999996,324,0.5900000000000001,Bajo
XXXXX,-0.002656,643680.0,622598,23809482.02632524,0.013567941151451381,10282.0,0.0000019736842105,16,5.333329999999999,0.8,619,0.15,Bajo
XXXXX,0.010237,342400.0,682057,99535818.82827039,-0.0033831511966234073,-1645.0,-0.0000014365627791,26,2.36364,0.49057000000000006,518,0.25,Bajo
XXXXX,0.010275000000000001,490000.0,731778,70593507.44055967,-0.02918900545181979,-1835.0,-0.0000031717572659,103,3.0294099999999995,0.60588,601,0.32999999999999996,Bajo
XXXXX,0.008952000000000002,500630.0,644547,48232014.66996981,0.0009937893700398,-777.0,-0.0000006626506024,4,0.6666700000000001,0.25,708,0.38,Bajo
XXXXX,0.008482,350000.0,694352,121791416.07634152,0.0010047878429518804,234.0,-0.0000077866987987,130,0.55085,0.31175,594,0.5900000000000001,Bajo
XXXXX,-0.022774,5214000.0,3465613,230312820.4316304,-0.017588506156902287,-86587.0,0.0000030558550787,26,8.66667,0.8965500000000001,484,0.1,Bajo
XXXXX,0.011233,1000000.0,1309571,82674646.79321213,0.03232900438320931,67726.0,0.0000004559650219,3,3.0,0.5,933,0.32999999999999996,Alto 
XXXXX,0.0,500000.0,500000,0.0,0.0,0.0,,0,,0.0,827,0.0,Alto 
XXXXX,0.009062,500000.0,639130,46060151.42622867,0.04862789857380804,31158.0,-0.0000011847988077,17,5.666670000000001,0.85,814,0.15,Alto 
XXXXX,0.009911,490000.0,684400,58843557.77902443,-0.004903506545280307,-3212.0,-0.000002425819081,15,0.41667,0.25862,432,0.67,Bajo
XXXX,0.007949,1501004.0,1875973,141515064.44350663,0.007121443718425357,13325.0,-0.0000116408153569,812,0.91648,0.42736999999999997,1040,0.5,Bajo
XXXXX,0.0,4655000.0,4655000,0.0,0.5072222222222222,2361119.0,,6,,0.85714,816,0.0,Alto 
XXXX,0.012159,311000.0,492006,44659582.44942239,0.0014092675054554605,499.0,-0.0000175501583949,94,0.8468500000000001,0.41228,970,0.55,Bajo
XXXXX,0.013891,469000.0,1845158,297202490.97996634,-0.034089667322718856,-94457.0,-0.0000001631791957,6,3.0,0.6,908,0.4,Bajo
XXXXX,0.004011,178000.0,199791,16296836.618796306,0.0006809507184047,1162.0,-0.0000617142857143,31,0.96875,0.32978999999999997,851,0.51,Medio
XXXXX,0.008531,583000.0,838086,89704146.49282743,-0.0035852918229782363,32715.0,0.0000008542713568,29,7.25,0.69048,887,0.19,Bajo
XXXXX,0.010052000000000002,1790000.0,2560094,229822301.79046124,0.0013431578411371029,8506.0,-0.0000001248149296,49,1.75,0.54444,861,0.38,Bajo
XXXXX,-0.004423000000000001,5098275.0,4987475,75147847.60813758,0.21806496677064968,1658949.0,0.0000088,41,,0.9111100000000001,525,0.02,Medio
XXXXX,0.009102,2276300.0,2917698,211402917.63706493,0.004612209887577736,23299.0,-0.0000012378235589,188,1.38235,0.52368,454,0.41,Bajo
XXXXX,-0.011221,458300.0,439637,4989470.961100653,-0.05726148589677858,-31163.0,0.000055,5,1.25,0.3846200000000001,649,0.38,Alto 
XXXXX,-0.000442,769077.0,762548,44335740.29892673,-0.01363099728087304,-12007.0,-0.0000008633527873,7,0.7777799999999999,0.33333,907,0.62,Bajo
XXXXX,-0.014190999999999999,2300000.0,2066666,49328828.62316248,0.0,-146343.0,0.0,2,2.0,0.6666700000000001,598,0.32999999999999996,Alto 
XXXXXX,0.000687,1100000.0,1120000,87341028.60499056,-0.2010401030474809,-295366.0,-0.0000012162162162,5,1.0,0.27778,264,0.5599999999999999,Bajo
XXXXXX,0.022858,279000.0,1074456,104401201.50489968,-0.008887407628004525,-18527.0,-0.0000041428571429,20,10.0,0.8333299999999999,242,0.08,Bajo
XXXXX,0.007487999999999999,335000.0,500202,66186184.00656296,-0.0011747054771881595,-975.0,-0.0000016113252298,23,0.7419399999999998,0.35385000000000005,657,0.51,Bajo
XXXXX,-0.013116,719483.0,658629,13919306.203821894,-0.0009405600182455,347.0,0.000115,36,0.6923100000000001,0.34286000000000005,425,0.6,Medio
XXXXXX,0.009541000000000001,1185000.0,1443591,81312643.8556793,0.0003041171150376,4396.0,-0.0000006255024924,58,1.20833,0.5225199999999999,301,0.43,Bajo
XXXXX,-0.013830000000000004,2400000.0,2066000,72453542.2838227,0.002195552746410355,-16174.0,0.0000016243025418,15,3.75,0.75,803,0.2,Medio
XXXXX,0.0,235000.0,235000,0.0,,,,0,,0.0,944,0.0,Alto 
XXXXX,0.0,190000.0,190000,0.0,,,,0,,0.0,887,0.0,Alto 
XXXXX,0.006172000000000001,390000.0,1411718,496628976.8877356,0.003327352084563865,2299.0,-0.000000706422278,261,0.22213000000000002,0.15219,798,0.74,Bajo
XXXXX,0.0033630000000000005,100000.0,429314,293774952.14141846,-0.010933856301219872,-7770.0,-0.0000013007993902,1,0.01852,0.01316,958,0.74,Bajo
XXXXX,0.008910999999999999,725000.0,1001773,93177851.6011925,-0.013203773729655295,-174.0,-0.0000014836275157,56,3.11111,0.64368,469,0.32,Bajo
XXXXX,0.006445000000000001,1604000.0,1971167,170912934.91809824,0.002331199525566551,10786.0,-0.00000037132098,48,1.1162800000000002,0.40336,740,0.44000000000000006,Bajo
XXXXX,0.00824,150000.0,217731,24657895.51955661,0.000029731109361,-217.0,-0.0000501788908766,87,0.43499999999999994,0.21376,553,0.52,Bajo
XXXXX,0.008074999999999999,500000.0,598017,36415321.49307402,0.0003001723568377,-1909.0,-0.0000452423526766,72,0.34951,0.2293,502,0.6900000000000001,Bajo
XXXXX,-0.014113,6988800.0,5163183,388064390.2581779,0.003970873058876425,174297.0,-0.0000001693371996,44,11.0,0.8148100000000001,715,0.09,Medio
XXXXX,0.014272000000000002,1000000.0,2116079,234593699.2661391,0.00796500785013855,-26661.0,-0.0000005856847442,16,3.2,0.51613,578,0.32,Medio
XXXXX,0.002645,408800.0,435623,30417996.24073192,-0.0004808689334356,994.0,-0.0000498429355698,30,0.07792,0.06772,603,0.89,Bajo
XXXXX,0.004179,450000.0,522611,52124434.135891855,0.12028731918180136,23252.0,0.0000009523809524,14,4.666670000000001,0.8235299999999999,546,0.18,Alto 
XXXXX,0.000243,150000.0,150557,6873236.707185101,0.0008672276667471,268.0,-0.000356,26,0.24298999999999998,0.15294000000000002,358,0.72,Bajo
XXXXXX,0.0,1194500.0,1194500,165392276.11953348,0.0,-58507.0,0.0,0,0.0,0.0,312,1.0,Alto 
XXXXX,-0.001643,4934800.0,4732154,370105684.30202025,0.002458134027720357,-35647.0,0.0000002468616539,16,,0.8,417,0.0,Medio
XXXXX,0.020048,140000.0,218888,11805130.711309854,0.0520709100917901,19346.0,-0.000005,0,0.0,0.0,962,0.5599999999999999,Alto 
XXXXX,-0.020262000000000002,2400000.0,1571955,122603627.17333522,0.06535861933197716,82925.0,0.0000001713770295,7,7.0,0.63636,388,0.09,Alto 
XXXXX,0.007979,630000.0,820225,71519447.07594536,0.004177044780315845,6330.0,-0.0000070968487201,127,1.3655899999999999,0.5291699999999999,359,0.42000000000000004,Bajo
XXXXXX,-0.0029089999999999997,1950000.0,1887500,64462059.71621713,0.0826725254500489,194551.0,0.0000008558951965,6,6.0,0.75,287,0.13,Alto 
XXXXX,-0.013788,2000000.0,1650187,76111309.17234688,-0.46679784333168073,-694682.0,0.0000009090909091,3,,0.375,718,0.13,Alto 
XXXXX,0.008840999999999998,154500.0,175228,7033787.422310343,0.0009854122063636,238.0,-0.000093,19,0.27143,0.18095,412,0.71,Bajo
XXXXX,0.007946,397800.0,631140,88094240.41406865,0.005807543351647951,4390.0,-0.0000093523317671,169,1.1418899999999998,0.47739999999999994,371,0.47000000000000003,Medio
XXXXX,0.009345000000000001,1129900.0,1688205,179237837.29834053,-0.08274358303416635,-108666.0,-0.0000015588036278,195,1.45522,0.38160000000000005,932,0.36,Bajo
XXXXX,0.023,3800000.0,5828787,264620808.60825148,-0.03297211579641869,-2092877.0,0.0000002050527916,21,21.0,0.65625,931,0.19,Alto 
XXXX,0.012767,92200.0,129659,8802490.447440766,-0.0035991973061999596,179.0,-0.000069,17,0.53125,0.32691999999999993,978,0.63,Bajo
XXXX,0.009018,315000.0,406758,30526450.96936822,-0.0001024601952165,934.0,-0.0000172617901829,41,0.40594,0.25,1120,0.7,Bajo
XXXX,0.013039,240000.0,358308,27219736.991173152,0.0007318364017846,383.0,-0.0000068548387097,1,0.047619999999999996,0.02857,974,0.6599999999999999,Bajo
XXXX,0.001716,1471886.0,1740224,468991409.674271,0.0073698388917210825,18199.0,-0.0000006024750766,174,0.07436000000000001,0.06369,972,0.89,Bajo
